Jitter
27.20997029
25.93452771
24.72111278
23.60416129
22.54214426
21.5515033
20.6412149
19.77325702
18.94992152
18.20373198
17.48467928
16.81750488
16.19890388
33.71579184
31.9437979
30.18519248
28.54044434
26.98280545
25.53588706
24.19122051
22.91853311
21.71819424
20.59932099
19.53718981
18.56162934
17.64003445
16.76917119
15.96573688
15.19769777
14.49254304
13.81821049
13.19264178
12.59542806
12.04860269
11.52538447
11.03824933
10.58487264
10.15501948
9.755150211
9.374342212
9.037459713
8.704125425
8.390631475
8.102418397
7.824961691
7.583915474
7.335122146
7.120315901
6.908740602
6.713520703
6.534752048
6.353774489
6.189739973
6.038145113
5.891705488
5.760112784
5.638182124
5.529302686
5.422110157
5.307054661
5.214690133
5.127778944
5.031306649
4.963926373
4.874500419
4.817108031
4.749677668
4.684892259
4.629475381
4.577334559
4.524202538
4.470321824
4.434190599
4.394755075
4.358152327
4.309719196
4.288000635
4.24650754
4.215677207
4.189086271
4.152712823
4.140369661
4.107672946
4.094457276
4.06237314
4.053363708
4.024417365
4.017210724
3.990648943
3.977497273
3.973973138
3.957676205
3.947460331
3.931376005
3.922678894
3.905837852
3.900111875
3.885299327
3.874419508
3.881907178
3.867169924
3.860923192
3.857941882
3.846577458
3.840430256
3.853604754
3.840455846
3.8544968
3.837229639
3.835229175
3.834284296
3.818655417
3.833003342
3.824072578
3.82014443
3.819211792
3.805893
3.809663576
3.825260992
3.808883568
3.79989779
3.803668067
3.802577702
3.79098604
3.796125801
3.912819327
3.822400064
3.835479227
3.74681733
3.702821803
3.672638496
3.625272201
3.605373244
3.576905472
3.540654435
3.525912144
3.528285691
3.476260891
3.45130014
3.435961937
3.418825427
3.403704394
3.382965925
3.36621111
3.355684027
3.392134331
3.32305649
3.310671015
3.305427688
3.300894013
3.285268693
3.274869955
3.260301694
3.260463394
3.240927487
3.243362575
3.246951025
3.236509641
3.230908344
3.216469628
3.215551388
3.210072482
3.206186007
3.224667437
3.212361833
3.210707274
3.202718625
3.205666767
3.200930649
3.194983595
3.185040176
3.20040572
3.192998418
3.190109628
3.182783332
3.181852429
3.169479708
3.181310838
3.176534466
3.163744117
3.159815665
3.167188297
29.84630153
28.07028963
26.43971597
24.87992817
23.4358771
22.07539173
20.81399919
19.60838118
18.5126768
17.42064839
16.37759398
15.40717491
14.50415703
13.63807778
12.84399653
12.0904898
11.39482724
10.74764359
10.12421448
9.534444131
9.005534429
8.481181582
8.016156345
7.621452129
7.149354426
6.74901283
6.377123139
6.025295999
5.700333054
5.411742794
5.121939425
4.869429322
4.616645545
4.370473254
4.146992287
3.954298324
3.748460235
3.583049525
3.396101986
3.243644223
3.137097014
2.947521506
2.811106968
2.690711393
2.590284987
2.485885231
2.378260459
2.286855292
2.194732392
2.103929673
2.054427124
1.929400429
1.905257346
1.885053762
1.850994846
1.827620168
1.806900852
1.785851494
1.772048275
1.758364702
1.729091909
1.721843109
1.705172359
1.705286586
1.689650619
1.686422456
1.683715496
1.668552722
1.670143177
1.653766173
1.643905787
1.64004362
1.631422838
1.626646411
1.627237955
1.605223082
1.607716084
1.593178273
1.569854631
1.540335939
1.507939943
1.471249252
1.443608674
1.424508132
1.391344429
1.360947902
1.342006714
1.307193794
1.298237238
1.27609741
1.253896878
1.241090823
1.210203202
1.203128002
1.182863057
1.178059116
1.157673477
1.145881385
1.136256854
1.1211783
1.116660212
1.094931449
1.091123233
1.088483587
1.076015863
1.075820427
1.05664415
1.050346946
1.048325262
1.048297989
1.039029364
1.029208085
1.030882579
1.030320474
1.023987944
1.024419253
1.01439305
1.00529904
0.99846785
1.007056665
0.996053123
1.000862303
1.023801465
1.054029151
1.093159273
1.152211819
1.188018025
1.237079398
1.27751888
1.32154895
1.350521585
1.380995931
1.407308685
1.433858837
1.470930159
1.512378969
1.515855283
1.537808772
1.552383224
1.575991217
1.582866766
1.609069538
1.625815191
1.639646186
1.652925244
1.670929916
1.687941241
1.693944914
1.700517801
1.714547938
1.725145637
1.728011534
1.735767758
1.742226717
1.761337548
1.758073395
1.771443808
1.775985515
1.78411142
1.788048901
1.866108344
1.787108517
1.789789235
1.863371852
1.945293056
1.85802474
1.869592638
1.864805598
1.875324693
1.864741899
1.865702475
1.87240857
1.879077479
1.875197637
1.868317229
1.871491847
1.897461106
1.780098954
1.771245547
1.756751034
1.750669372
1.732030314
1.721806197
1.718658587
1.708895203
1.701554531
1.682978206
1.682382346
1.678198727
1.664839085
1.65556442
1.646556921
1.645799891
1.649458231
1.551589314
1.64364276
1.640567865
1.627122651
1.625080263
1.629603025
1.617023669
1.610424967
1.605863685
1.605399982
1.570715261
1.638746946
1.734991929
1.834964655
1.932001587
2.018293154
2.088497054
2.159945155
2.234358305
2.286940078
2.348791045
2.411595771
2.456718258
2.507277533
2.54941991
2.603935332
2.645349096
2.671493944
2.723060295
2.753966249
2.776322525
2.807962089
2.838318625
2.834395934
2.680225354
2.541197381
2.409664211
2.277476865
2.175370672
2.108951671
2.016253303
2.140591638
2.02863105
1.931424942
1.970412272
1.899178172
1.808465647
1.713603211
1.643669677
1.558426433
1.489441448
1.435899969
1.374510387
1.314902099
1.252074885
1.209931315
1.157789775
1.113851525
1.080214971
1.026000147
1.002291804
3.169162455
3.007131469
2.841546863
2.685179351
2.572466752
2.554611191
2.424079936
2.317630496
2.222646646
2.141217341
2.063884313
1.981634599
1.921462992
1.848795166
1.780113524
1.732849484
1.674039447
1.629023093
1.569764705
1.531584966
1.496291462
1.452696856
1.419646358
1.374786517
1.348542915
1.317752038
1.290503647
1.263590225
1.231858891
1.217423266
1.194882923
1.175445796
1.152410989
1.130003358
1.111301759
1.091025955
1.084892388
1.072579669
1.055904551
1.047966072
1.024211248
1.012003601
1.013301987
1.023151168
0.981197276
0.980490502
0.997758456
1.025620775
1.083366699
1.147253502
1.192459881
1.24521586
1.284174591
1.347698402
1.383251974
1.420958448
1.447870767
1.484851066
1.537145097
1.556677695
1.593475617
1.618425057
1.635683213
1.67316829
1.696886939
1.718241227
1.732573373
1.748447259
1.762204028
1.777725998
1.798840346
1.805135046
1.827161328
1.834998467
1.840720785
1.858210458
1.872544527
1.871982716
1.888956019
1.89174349
1.908356744
1.90068167
1.911736288
1.920037492
1.919882371
1.933424445
1.934182639
1.940393447
1.945966078
1.944065421
1.944971054
1.951757585
1.964182459
1.980518277
1.971270607
1.983038416
1.985383238
1.979894007
1.988122854
1.977024898
1.985120564
1.978960251
1.992059958
2.021104821
2.12247327
